epoch,train_accuracies,val_accuracies,train_losses,val_losses,save_model_paths
0,44.480519480519476,78.46153846153847,1.023592350409203,0.7288624167442321,/mnt/disks/user/project/weights/multi/20210425205509/0.pt
1,67.07792207792208,80.0,0.7448232948165578,0.4922348380088806,/mnt/disks/user/project/weights/multi/20210425205509/1.pt
2,75.45454545454545,89.23076923076924,0.6190909657281699,0.3812179934233427,/mnt/disks/user/project/weights/multi/20210425205509/2.pt
3,84.54545454545455,89.23076923076924,0.4256125502672392,0.5478595912456512,/mnt/disks/user/project/weights/multi/20210425205509/3.pt
4,88.18181818181819,86.15384615384615,0.3173955497667961,0.6870985984802246,/mnt/disks/user/project/weights/multi/20210425205509/4.pt
5,93.24675324675323,92.30769230769229,0.2026400568021327,0.2303110659122467,/mnt/disks/user/project/weights/multi/20210425205509/5.pt
6,93.5064935064935,90.76923076923076,0.18475558697102,0.15028959954797755,/mnt/disks/user/project/weights/multi/20210425205509/6.pt
7,92.79220779220779,95.3846153846154,0.2095326518966365,0.16328358948226196,/mnt/disks/user/project/weights/multi/20210425205509/7.pt
8,95.64935064935064,81.53846153846153,0.1273508927852069,0.4778707556426525,/mnt/disks/user/project/weights/multi/20210425205509/8.pt
9,95.1948051948052,89.23076923076924,0.13954449601029767,0.6468174517154693,/mnt/disks/user/project/weights/multi/20210425205509/9.pt
10,95.58441558441557,95.3846153846154,0.13045865788902206,0.10080839980219024,/mnt/disks/user/project/weights/multi/20210425205509/10.pt
11,97.53246753246755,95.3846153846154,0.07923747236437174,0.10953352227506913,/mnt/disks/user/project/weights/multi/20210425205509/11.pt
12,98.31168831168831,95.3846153846154,0.05837997679896269,0.11130396854132414,/mnt/disks/user/project/weights/multi/20210425205509/12.pt
13,96.94805194805195,92.30769230769229,0.08596339750286076,0.2477359566197265,/mnt/disks/user/project/weights/multi/20210425205509/13.pt
14,96.55844155844156,89.23076923076924,0.09897024146540416,0.3433874104171991,/mnt/disks/user/project/weights/multi/20210425205509/14.pt
15,98.11688311688313,93.84615384615385,0.07026898956704003,0.15897827595472336,/mnt/disks/user/project/weights/multi/20210425205509/15.pt
16,97.59740259740259,93.84615384615385,0.07331236605244429,1.0308818288613109,/mnt/disks/user/project/weights/multi/20210425205509/16.pt
17,98.57142857142858,93.84615384615385,0.04390450440270385,0.1900529645383358,/mnt/disks/user/project/weights/multi/20210425205509/17.pt
18,98.7012987012987,83.07692307692308,0.05079966129917536,0.5726438939571381,/mnt/disks/user/project/weights/multi/20210425205509/18.pt
19,98.57142857142858,90.76923076923076,0.055931064067408436,0.4228528320374608,/mnt/disks/user/project/weights/multi/20210425205509/19.pt
20,98.63636363636364,92.30769230769229,0.036062089371682184,0.17851051477482546,/mnt/disks/user/project/weights/multi/20210425205509/20.pt
21,99.54545454545456,90.76923076923076,0.01972191229092975,0.2227648604544811,/mnt/disks/user/project/weights/multi/20210425205509/21.pt
22,98.7012987012987,93.84615384615385,0.04039625864123119,0.23211808595224284,/mnt/disks/user/project/weights/multi/20210425205509/22.pt
23,98.57142857142858,92.30769230769229,0.048423125448195055,0.21326526207849386,/mnt/disks/user/project/weights/multi/20210425205509/23.pt
