epoch,train_accuracies,val_accuracies,train_losses,val_losses,save_model_paths
0,51.233766233766225,64.61538461538461,0.9999902371278744,0.9971503496170044,/mnt/disks/user/project/weights/multi/20210426065834/0.pt
1,71.36363636363636,75.38461538461539,0.727636929639836,0.6203368842601776,/mnt/disks/user/project/weights/multi/20210426065834/1.pt
2,79.54545454545455,86.15384615384615,0.5422558554054535,0.3007905676960945,/mnt/disks/user/project/weights/multi/20210426065834/2.pt
3,85.97402597402595,92.30769230769228,0.372600817035154,0.4318587183952332,/mnt/disks/user/project/weights/multi/20210426065834/3.pt
4,89.74025974025975,92.30769230769228,0.29101520242918394,0.1487044245004654,/mnt/disks/user/project/weights/multi/20210426065834/4.pt
5,92.53246753246755,90.76923076923076,0.20936858116351453,0.2306645214557648,/mnt/disks/user/project/weights/multi/20210426065834/5.pt
6,93.44155844155844,80.0,0.18313187182180046,0.8043901368975639,/mnt/disks/user/project/weights/multi/20210426065834/6.pt
7,92.79220779220779,95.3846153846154,0.21269395046857828,0.13550635820720344,/mnt/disks/user/project/weights/multi/20210426065834/7.pt
8,93.83116883116884,80.0,0.1517599397674971,0.5464711356675253,/mnt/disks/user/project/weights/multi/20210426065834/8.pt
9,92.66233766233766,81.53846153846153,0.1771762497991938,1.343935400247574,/mnt/disks/user/project/weights/multi/20210426065834/9.pt
10,93.83116883116884,92.30769230769228,0.16839945450732388,0.17306804582476615,/mnt/disks/user/project/weights/multi/20210426065834/10.pt
11,97.40259740259741,90.76923076923076,0.0871565869250863,0.2387498438358293,/mnt/disks/user/project/weights/multi/20210426065834/11.pt
12,97.33766233766234,95.3846153846154,0.08310938192070606,0.22871783934533604,/mnt/disks/user/project/weights/multi/20210426065834/12.pt
13,97.40259740259741,92.30769230769228,0.09133753871074733,0.1982684827176854,/mnt/disks/user/project/weights/multi/20210426065834/13.pt
14,97.85714285714285,87.69230769230771,0.06765698180197903,0.39333180049434296,/mnt/disks/user/project/weights/multi/20210426065834/14.pt
15,97.59740259740259,90.76923076923076,0.0699097028496608,0.2402455739211291,/mnt/disks/user/project/weights/multi/20210426065834/15.pt
16,97.72727272727272,93.84615384615385,0.0603130403306028,0.41726778633892536,/mnt/disks/user/project/weights/multi/20210426065834/16.pt
17,98.24675324675323,93.84615384615385,0.05039783999247035,0.781275712698698,/mnt/disks/user/project/weights/multi/20210426065834/17.pt
18,97.66233766233766,58.46153846153846,0.07164676766842604,1.3796516306698323,/mnt/disks/user/project/weights/multi/20210426065834/18.pt
19,97.59740259740259,89.23076923076924,0.07218400885821465,0.19572550058364868,/mnt/disks/user/project/weights/multi/20210426065834/19.pt
20,98.37662337662336,95.3846153846154,0.04278189531520259,0.19910893873893654,/mnt/disks/user/project/weights/multi/20210426065834/20.pt
21,98.8961038961039,90.76923076923076,0.034215668962245864,0.2122408543596976,/mnt/disks/user/project/weights/multi/20210426065834/21.pt
22,98.96103896103895,92.30769230769228,0.04352058514294973,0.19821907310688405,/mnt/disks/user/project/weights/multi/20210426065834/22.pt
23,99.54545454545456,92.30769230769228,0.0226211156315031,0.15536050805822016,/mnt/disks/user/project/weights/multi/20210426065834/23.pt
24,99.28571428571428,90.76923076923076,0.029193459993789982,0.18315940409665926,/mnt/disks/user/project/weights/multi/20210426065834/24.pt
25,99.87012987012987,89.73834896772631,0.01238313142885934,0.07428275247891945,/mnt/disks/user/project/weights/multi/20210426065834/25.pt
