epoch,train_accuracies,train_losses,val_accuracies,val_losses,save_model_paths
0,69.93506493506493,0.5909199198496711,77.94117647058823,0.3777223527431488,/mnt/disks/user/project/weights/binary/20210426031851/0.pt
1,85.51948051948051,0.3648865310494433,75.0,0.8953692674636841,/mnt/disks/user/project/weights/binary/20210426031851/1.pt
2,89.54545454545455,0.2689860210821186,97.05882352941177,0.1355581223964691,/mnt/disks/user/project/weights/binary/20210426031851/2.pt
3,93.3766233766234,0.17937973976980165,85.29411764705883,0.34345812499523165,/mnt/disks/user/project/weights/binary/20210426031851/3.pt
4,93.24675324675323,0.16718764443756992,95.58823529411764,0.15390590131282805,/mnt/disks/user/project/weights/binary/20210426031851/4.pt
5,93.44155844155844,0.16052219792048342,98.52941176470587,0.0934747364372015,/mnt/disks/user/project/weights/binary/20210426031851/5.pt
6,95.45454545454544,0.11489552676140033,98.52941176470587,0.060240600630640975,/mnt/disks/user/project/weights/binary/20210426031851/6.pt
7,96.29870129870129,0.10487921934421222,97.05882352941177,0.11437844038009645,/mnt/disks/user/project/weights/binary/20210426031851/7.pt
8,96.4935064935065,0.09974636922868872,95.58823529411764,0.07155190110206604,/mnt/disks/user/project/weights/binary/20210426031851/8.pt
9,95.71428571428572,0.1193466559316502,86.76470588235294,0.24021151387132705,/mnt/disks/user/project/weights/binary/20210426031851/9.pt
10,97.79220779220779,0.0645728025539807,94.11764705882355,0.13455436900258064,/mnt/disks/user/project/weights/binary/20210426031851/10.pt
11,97.07792207792208,0.08642618288766094,86.76470588235294,0.2575334385037422,/mnt/disks/user/project/weights/binary/20210426031851/11.pt
12,98.11688311688313,0.05228229213419572,83.82352941176471,0.4199887599796057,/mnt/disks/user/project/weights/binary/20210426031851/12.pt
13,97.27272727272728,0.07737170714649766,95.58823529411764,0.15096775759011508,/mnt/disks/user/project/weights/binary/20210426031851/13.pt
14,97.46753246753245,0.07161365205796492,94.11764705882355,0.11122217178344726,/mnt/disks/user/project/weights/binary/20210426031851/14.pt
15,97.85714285714285,0.06744734299088319,85.29411764705883,0.3560723371731001,/mnt/disks/user/project/weights/binary/20210426031851/15.pt
16,98.05194805194807,0.06621088576623113,92.64705882352942,0.3344702746719122,/mnt/disks/user/project/weights/binary/20210426031851/16.pt
17,97.53246753246755,0.08075317851935042,95.58823529411764,0.1033223875798285,/mnt/disks/user/project/weights/binary/20210426031851/17.pt
18,99.61038961038963,0.0205683464036784,100.0,0.034295590972760685,/mnt/disks/user/project/weights/binary/20210426031851/18.pt
19,99.48051948051949,0.015579204450087794,95.58823529411764,0.07129518995061516,/mnt/disks/user/project/weights/binary/20210426031851/19.pt
20,99.41558441558443,0.02093762707579689,94.11764705882355,0.12323134951293467,/mnt/disks/user/project/weights/binary/20210426031851/20.pt
21,99.35064935064936,0.028821839733150088,98.52941176470587,0.045611679408466436,/mnt/disks/user/project/weights/binary/20210426031851/21.pt
22,99.87012987012987,0.008476085016640747,94.11764705882355,0.2401198770850897,/mnt/disks/user/project/weights/binary/20210426031851/22.pt
23,98.50649350649351,0.04956802028245125,97.05882352941177,0.07681109635159374,/mnt/disks/user/project/weights/binary/20210426031851/23.pt
24,98.83116883116884,0.050809845637971744,98.52941176470587,0.031832034792751075,/mnt/disks/user/project/weights/binary/20210426031851/24.pt
25,98.7012987012987,0.03304941178486711,94.11764705882355,0.2255685033276677,/mnt/disks/user/project/weights/binary/20210426031851/25.pt
26,98.57142857142858,0.044239448300489585,80.88235294117645,0.5512853693217039,/mnt/disks/user/project/weights/binary/20210426031851/26.pt
27,99.28571428571428,0.03288344065352708,98.52941176470587,0.06161845717579127,/mnt/disks/user/project/weights/binary/20210426031851/27.pt
28,97.85714285714285,0.05730845587395285,83.82352941176471,0.2868970721960068,/mnt/disks/user/project/weights/binary/20210426031851/28.pt
29,98.8961038961039,0.04196841769357279,95.58823529411764,0.06653417535126209,/mnt/disks/user/project/weights/binary/20210426031851/29.pt
30,99.74025974025976,0.008034015557735908,98.52941176470587,0.05385945248417556,/mnt/disks/user/project/weights/binary/20210426031851/30.pt
31,100.0,0.0042327057693835315,98.52941176470587,0.07743694484233858,/mnt/disks/user/project/weights/binary/20210426031851/31.pt
32,99.02597402597401,0.025080002957148496,97.05882352941177,0.09230531216599047,/mnt/disks/user/project/weights/binary/20210426031851/32.pt
33,98.1818181818182,0.047941358979328136,94.11764705882355,0.0931329296901822,/mnt/disks/user/project/weights/binary/20210426031851/33.pt
34,99.8051948051948,0.014692487424664372,98.52941176470587,0.049909675307571885,/mnt/disks/user/project/weights/binary/20210426031851/34.pt
35,99.93506493506493,0.006649277954885602,94.11764705882355,0.11288895355537534,/mnt/disks/user/project/weights/binary/20210426031851/35.pt
36,98.8961038961039,0.038778453229112816,79.41176470588233,0.9536084711551668,/mnt/disks/user/project/weights/binary/20210426031851/36.pt
37,98.63636363636364,0.04081548451561212,92.64705882352942,0.07912884159013629,/mnt/disks/user/project/weights/binary/20210426031851/37.pt
38,99.41558441558443,0.017641396260251456,92.64705882352942,0.1123207655735314,/mnt/disks/user/project/weights/binary/20210426031851/38.pt
39,99.74025974025976,0.024289891805761427,95.58823529411764,0.1033051624894142,/mnt/disks/user/project/weights/binary/20210426031851/39.pt
40,97.33766233766234,0.07444270700696358,94.11764705882355,0.14999675295548515,/mnt/disks/user/project/weights/binary/20210426031851/40.pt
41,97.59740259740259,0.06069813001800097,95.58823529411764,0.08968423791229725,/mnt/disks/user/project/weights/binary/20210426031851/41.pt
42,99.22077922077924,0.023791443173696775,98.52941176470587,0.10172289977781476,/mnt/disks/user/project/weights/binary/20210426031851/42.pt
43,100.0,0.005310278356473739,95.58823529411764,0.09514847330283374,/mnt/disks/user/project/weights/binary/20210426031851/43.pt
44,100.0,0.0033810083543132875,97.05882352941177,0.06541456766426564,/mnt/disks/user/project/weights/binary/20210426031851/44.pt
45,99.93506493506493,0.004844492814712438,95.58823529411764,0.1178527396172285,/mnt/disks/user/project/weights/binary/20210426031851/45.pt
46,99.0909090909091,0.02173455619942109,79.41176470588233,0.3567115277051925,/mnt/disks/user/project/weights/binary/20210426031851/46.pt
47,97.46753246753245,0.0688454329717866,95.58823529411764,0.19189174771308895,/mnt/disks/user/project/weights/binary/20210426031851/47.pt
48,98.8961038961039,0.03247789603528403,94.11764705882355,0.09476830620260444,/mnt/disks/user/project/weights/binary/20210426031851/48.pt
49,99.8051948051948,0.01324702114990154,98.52941176470587,0.050239715911448005,/mnt/disks/user/project/weights/binary/20210426031851/49.pt
50,99.8051948051948,0.01516005683080629,88.23529411764706,0.3447789929807186,/mnt/disks/user/project/weights/binary/20210426031851/50.pt
51,96.68831168831169,0.10440729284111756,69.11764705882354,0.9326627016067504,/mnt/disks/user/project/weights/binary/20210426031851/51.pt
52,98.50649350649351,0.0532539648162297,95.58823529411764,0.10844034999608994,/mnt/disks/user/project/weights/binary/20210426031851/52.pt
53,99.0909090909091,0.035504243146992985,95.58823529411764,0.14224577732384205,/mnt/disks/user/project/weights/binary/20210426031851/53.pt
54,98.8961038961039,0.05987047703610252,88.23529411764706,0.2238218888640404,/mnt/disks/user/project/weights/binary/20210426031851/54.pt
55,97.85714285714285,0.06295503983418121,98.52941176470587,0.07529663965106011,/mnt/disks/user/project/weights/binary/20210426031851/55.pt
56,98.44155844155844,0.042567029878612335,89.70588235294117,0.18338481783866886,/mnt/disks/user/project/weights/binary/20210426031851/56.pt
