epoch,train_accuracies,val_accuracies,train_losses,val_losses,save_model_paths
0,49.22077922077922,66.15384615384616,0.9809050277336356,0.6819066524505615,/mnt/disks/user/project/weights/multi/20210425183736/0.pt
1,69.22077922077922,83.07692307692308,0.7367096819828466,0.5519740343093872,/mnt/disks/user/project/weights/multi/20210425183736/1.pt
2,77.33766233766234,84.61538461538461,0.5855079591274261,0.3921557113528252,/mnt/disks/user/project/weights/multi/20210425183736/2.pt
3,85.45454545454545,87.69230769230771,0.4157041106949148,0.3626517057418823,/mnt/disks/user/project/weights/multi/20210425183736/3.pt
4,87.27272727272727,95.3846153846154,0.3505974418109225,0.13921811890322716,/mnt/disks/user/project/weights/multi/20210425183736/4.pt
5,91.75324675324677,89.23076923076924,0.2378610462411163,0.32821505069732665,/mnt/disks/user/project/weights/multi/20210425183736/5.pt
6,93.18181818181816,92.30769230769229,0.2051823473314649,0.1885545041412115,/mnt/disks/user/project/weights/multi/20210425183736/6.pt
7,93.18181818181816,92.30769230769229,0.20519724762854505,0.2225383281707764,/mnt/disks/user/project/weights/multi/20210425183736/7.pt
8,93.11688311688313,89.23076923076924,0.18767897633009964,0.2680763363838196,/mnt/disks/user/project/weights/multi/20210425183736/8.pt
9,94.28571428571428,84.61538461538461,0.16503917938578375,1.1724152982234954,/mnt/disks/user/project/weights/multi/20210425183736/9.pt
10,95.84415584415585,93.84615384615385,0.13539278967133195,0.15964717619353905,/mnt/disks/user/project/weights/multi/20210425183736/10.pt
11,96.68831168831169,93.84615384615385,0.0997802330056186,0.11950920373119515,/mnt/disks/user/project/weights/multi/20210425183736/11.pt
12,97.20779220779221,92.30769230769229,0.07997606731183135,0.2335163757205009,/mnt/disks/user/project/weights/multi/20210425183736/12.pt
13,96.29870129870129,87.69230769230771,0.11589450320017708,0.2719928674050607,/mnt/disks/user/project/weights/multi/20210425183736/13.pt
14,97.92207792207792,93.84615384615385,0.06670357806838513,0.2597612107085297,/mnt/disks/user/project/weights/multi/20210425183736/14.pt
15,97.85714285714285,72.30769230769229,0.07758519007613134,0.8499065254000016,/mnt/disks/user/project/weights/multi/20210425183736/15.pt
16,96.75324675324677,92.30769230769229,0.09080941769649688,0.6049892634153367,/mnt/disks/user/project/weights/multi/20210425183736/16.pt
17,98.37662337662336,89.23076923076924,0.055729340627482256,0.2015151374042034,/mnt/disks/user/project/weights/multi/20210425183736/17.pt
18,97.33766233766234,93.84615384615385,0.0878932319015034,0.2267178782727569,/mnt/disks/user/project/weights/multi/20210425183736/18.pt
19,97.46753246753245,89.23076923076924,0.08797299021557357,0.4133879873435944,/mnt/disks/user/project/weights/multi/20210425183736/19.pt
20,98.11688311688313,92.30769230769229,0.05978841343222512,0.2308573238551617,/mnt/disks/user/project/weights/multi/20210425183736/20.pt
21,99.0909090909091,90.76923076923076,0.04491164780956376,0.24196821585064754,/mnt/disks/user/project/weights/multi/20210425183736/21.pt
22,98.57142857142858,90.76923076923076,0.04212935698775517,0.17191959238407434,/mnt/disks/user/project/weights/multi/20210425183736/22.pt
23,98.96103896103895,92.30769230769229,0.04041634852993158,0.31544231474399564,/mnt/disks/user/project/weights/multi/20210425183736/23.pt
24,97.79220779220779,90.76923076923076,0.07191065797395044,0.16148280650352262,/mnt/disks/user/project/weights/multi/20210425183736/24.pt
25,99.15584415584415,90.76923076923076,0.03176401576780973,0.18347851388389244,/mnt/disks/user/project/weights/multi/20210425183736/25.pt
26,99.15584415584415,92.30769230769229,0.0289203045348464,0.27169939735904336,/mnt/disks/user/project/weights/multi/20210425183736/26.pt
27,99.15584415584415,92.30769230769229,0.03199970809810017,0.3707357846200465,/mnt/disks/user/project/weights/multi/20210425183736/27.pt
28,99.61038961038963,92.30769230769229,0.02929619120520338,0.17577433937694878,/mnt/disks/user/project/weights/multi/20210425183736/28.pt
29,99.41558441558443,92.30769230769229,0.020622093100868856,0.28228647955693303,/mnt/disks/user/project/weights/multi/20210425183736/29.pt
30,97.72727272727272,83.07692307692308,0.0722657845261958,0.6464884728193283,/mnt/disks/user/project/weights/multi/20210425183736/30.pt
31,94.22077922077924,93.84615384615385,0.14404530371011226,0.20117268883623185,/mnt/disks/user/project/weights/multi/20210425183736/31.pt
32,98.05194805194807,72.30769230769229,0.08721509791872244,0.6871965803205967,/mnt/disks/user/project/weights/multi/20210425183736/32.pt
33,98.83116883116884,93.84615384615385,0.051703761662980637,0.20879919451544995,/mnt/disks/user/project/weights/multi/20210425183736/33.pt
34,99.0909090909091,88.18243720834158,0.05724102847119698,0.05017234874311996,/mnt/disks/user/project/weights/multi/20210425183736/34.pt
35,97.012987012987,98.46153846153848,0.0967228882802055,0.11441431362181903,/mnt/disks/user/project/weights/multi/20210425183736/35.pt
36,97.85714285714285,93.84615384615385,0.06106799919177424,0.2734572239220142,/mnt/disks/user/project/weights/multi/20210425183736/36.pt
37,99.0909090909091,93.84615384615385,0.04088423119560268,0.17125204205513,/mnt/disks/user/project/weights/multi/20210425183736/37.pt
38,99.35064935064936,92.30769230769229,0.028651541900657808,0.3911941945552826,/mnt/disks/user/project/weights/multi/20210425183736/38.pt
39,98.05194805194807,87.69230769230771,0.059469963337496386,0.313691183924675,/mnt/disks/user/project/weights/multi/20210425183736/39.pt
40,99.0909090909091,96.92307692307692,0.04669533443598787,0.11897903345525265,/mnt/disks/user/project/weights/multi/20210425183736/40.pt
41,97.79220779220779,96.92307692307692,0.07600817432118215,0.11266581788659095,/mnt/disks/user/project/weights/multi/20210425183736/41.pt
42,97.66233766233766,86.15384615384615,0.0717469431104657,0.3227429538266733,/mnt/disks/user/project/weights/multi/20210425183736/42.pt
43,99.54545454545456,93.84615384615385,0.030050062384821243,0.19944070973433556,/mnt/disks/user/project/weights/multi/20210425183736/43.pt
44,99.02597402597401,98.46153846153848,0.0450729293707931,0.1591926023364067,/mnt/disks/user/project/weights/multi/20210425183736/44.pt
45,99.61038961038963,86.15384615384615,0.034115510707068225,0.2389816626207903,/mnt/disks/user/project/weights/multi/20210425183736/45.pt
46,96.23376623376623,87.69230769230771,0.12318756083775427,0.4220350038725883,/mnt/disks/user/project/weights/multi/20210425183736/46.pt
47,97.012987012987,83.07692307692308,0.09846569110937033,0.28288225634023545,/mnt/disks/user/project/weights/multi/20210425183736/47.pt
