epoch,train_accuracies,train_losses,val_accuracies,val_losses,save_model_paths
0,71.55844155844156,0.600859844807497,73.52941176470588,0.4692097842693329,/mnt/disks/user/project/weights/binary/20210425205513/0.pt
1,85.12987012987013,0.3760259724462155,86.76470588235294,0.19649832546710969,/mnt/disks/user/project/weights/binary/20210425205513/1.pt
2,93.83116883116884,0.19194650945743336,89.70588235294117,0.15820551179349424,/mnt/disks/user/project/weights/binary/20210425205513/2.pt
3,94.41558441558442,0.15181357330959483,94.11764705882354,0.11458644382655621,/mnt/disks/user/project/weights/binary/20210425205513/3.pt
4,95.9090909090909,0.11536968457176514,91.17647058823529,0.2034779779613018,/mnt/disks/user/project/weights/binary/20210425205513/4.pt
5,95.25974025974025,0.12460261691822526,97.05882352941177,0.0748622827231884,/mnt/disks/user/project/weights/binary/20210425205513/5.pt
6,97.27272727272728,0.08580195370907943,88.23529411764706,0.4586422681808468,/mnt/disks/user/project/weights/binary/20210425205513/6.pt
7,97.33766233766234,0.07885496257132246,100.0,0.022683380357921123,/mnt/disks/user/project/weights/binary/20210425205513/7.pt
8,97.98701298701299,0.06246880350212,94.11764705882354,0.10407009683549404,/mnt/disks/user/project/weights/binary/20210425205513/8.pt
9,96.55844155844156,0.08970532095366993,77.94117647058823,0.4079268306493759,/mnt/disks/user/project/weights/binary/20210425205513/9.pt
10,98.57142857142858,0.04343096399199717,100.0,0.050850478908978404,/mnt/disks/user/project/weights/binary/20210425205513/10.pt
11,98.11688311688312,0.05413109419108897,95.58823529411765,0.09122838899493217,/mnt/disks/user/project/weights/binary/20210425205513/11.pt
12,98.31168831168831,0.05367571385889362,91.17647058823529,0.37228855174034836,/mnt/disks/user/project/weights/binary/20210425205513/12.pt
13,97.92207792207792,0.059080951460685156,100.0,0.00710905094165355,/mnt/disks/user/project/weights/binary/20210425205513/13.pt
14,98.8961038961039,0.03837138366496632,98.52941176470588,0.03808977343142032,/mnt/disks/user/project/weights/binary/20210425205513/14.pt
15,99.02597402597402,0.03515874512359193,70.58823529411765,0.8238136427477002,/mnt/disks/user/project/weights/binary/20210425205513/15.pt
16,98.7012987012987,0.04139459350676823,100.0,0.06373099684715271,/mnt/disks/user/project/weights/binary/20210425205513/16.pt
17,97.46753246753246,0.06836058057667016,95.58823529411765,0.108613970130682,/mnt/disks/user/project/weights/binary/20210425205513/17.pt
18,99.22077922077922,0.028513654748448313,88.23529411764706,0.19466736228205264,/mnt/disks/user/project/weights/binary/20210425205513/18.pt
19,99.0909090909091,0.024391142809859562,98.52941176470588,0.04285800367069896,/mnt/disks/user/project/weights/binary/20210425205513/19.pt
20,98.96103896103897,0.03431419080204916,95.58823529411765,0.0847358436556533,/mnt/disks/user/project/weights/binary/20210425205513/20.pt
21,98.96103896103897,0.03227249849449661,98.52941176470588,0.038915864075534046,/mnt/disks/user/project/weights/binary/20210425205513/21.pt
22,99.74025974025975,0.013457837931634187,97.05882352941177,0.08827942475909367,/mnt/disks/user/project/weights/binary/20210425205513/22.pt
23,99.87012987012987,0.009725099127348416,98.52941176470588,0.03373500863090158,/mnt/disks/user/project/weights/binary/20210425205513/23.pt
24,98.50649350649351,0.044205349220440615,97.05882352941177,0.08795024652499706,/mnt/disks/user/project/weights/binary/20210425205513/24.pt
25,98.44155844155844,0.03684270144596254,95.58823529411765,0.238404686935246,/mnt/disks/user/project/weights/binary/20210425205513/25.pt
26,98.76623376623377,0.04451587039871698,88.23529411764706,0.6631310900673271,/mnt/disks/user/project/weights/binary/20210425205513/26.pt
27,99.0909090909091,0.03208126093035314,97.05882352941177,0.0492582103703171,/mnt/disks/user/project/weights/binary/20210425205513/27.pt
28,98.76623376623377,0.03696623231649168,94.11764705882354,0.2734839172102511,/mnt/disks/user/project/weights/binary/20210425205513/28.pt
29,99.54545454545455,0.01803157455767937,98.52941176470588,0.047505413694307205,/mnt/disks/user/project/weights/binary/20210425205513/29.pt
30,99.87012987012987,0.006172441714503274,98.52941176470588,0.039851497393101454,/mnt/disks/user/project/weights/binary/20210425205513/30.pt
31,99.87012987012987,0.006284346235447957,98.52941176470588,0.05461868215352297,/mnt/disks/user/project/weights/binary/20210425205513/31.pt
32,99.87012987012987,0.007928041593032438,89.70588235294117,0.1639020971953869,/mnt/disks/user/project/weights/binary/20210425205513/32.pt
33,100.0,0.005589932551038615,98.52941176470588,0.038397479057312014,/mnt/disks/user/project/weights/binary/20210425205513/33.pt
34,99.54545454545455,0.012552441291021394,98.52941176470588,0.03427348812110722,/mnt/disks/user/project/weights/binary/20210425205513/34.pt
35,99.93506493506493,0.0064610968042073825,98.52941176470588,0.06842503175139428,/mnt/disks/user/project/weights/binary/20210425205513/35.pt
36,97.40259740259741,0.0686957959131309,89.70588235294117,0.36258123219013216,/mnt/disks/user/project/weights/binary/20210425205513/36.pt
37,99.28571428571429,0.03045580733073011,95.58823529411765,0.04348539075581357,/mnt/disks/user/project/weights/binary/20210425205513/37.pt
38,99.54545454545455,0.025520751668625156,91.17647058823529,0.31697256714105604,/mnt/disks/user/project/weights/binary/20210425205513/38.pt
39,98.8961038961039,0.04281633339111799,79.41176470588235,1.1314109325408936,/mnt/disks/user/project/weights/binary/20210425205513/39.pt
